"location_suburbia_str14","At Pacific and Spinnaker","","","","",""
"location_suburbia_str2","On Keel Str.","","","","",""
"location_suburbia_str23","At Keel and Marine","","","","",""
"location_suburbia_str24","At Keel and Spinnaker","","","","",""
"location_suburbia_str3","On Marine Str.","","","","",""
"location_suburbia_str4","On Spinnaker Str.","","","","",""
"location_suburbia_w_by","At Wilson's Back","","","","",""
"location_suburbia_w_cellar","In Wilson's Cellar","","","","",""
"location_suburbia_w_fy","At Wilson's Front","","","","",""
"location_suburbia_w_grage","In Wilson's Garage","","","","",""
"location_suburbia_w_house","In Wilson's House","","","","",""
"location_uc_floor1","On Floor 1","","","","",""
"location_uc_floor2","On Floor 2","","","","",""
"location_uc_floor3","On Floor 3","","","","",""
"location_uc_ground","On Ground floor","","","","",""
"location_uc_roof","On Roof","","","","",""
"location_uc_stair1","At Left Staircase","","","","",""
"location_uc_stair2","At Right Staircase","","","","",""
"location_uc_stairacces1","At Roof access left","","","","",""
"location_uc_stairacces2","At Roof access right","","","","",""
"location_upper","In Upper Hallways.","","","","",""
"location_vault","In Vault.","","","","",""
"location_vault_above","Above Vault.","","","","",""
"location_vault_hallway","In Vault Hallway.","","","","",""
"mission_ap_c4_sub_btm","Place the charges on floor 4.","","","","",""
"mission_ap_c4_sub_mid","Place the charges on floor 5.","","","","",""
"mission_ap_c4_sub_top","Place the charges on the roof.","","","","",""
"mission_apartment_bag","Alex dropped off the C4 bag, find it.","","","","",""
"mission_apartment_bag_hl","Locate the C4 Bag.","","","","",""
"mission_apartment_c42","Move downstairs, away from the C4!","","","","",""
"mission_apartment_c42_hl","Move away from the C4 (Floor 2.)","","","","",""
"mission_apartment_detach","Saw off the beams above and below the panic room to detach it from the floor.","","","","",""
"mission_apartment_detach2","Hold the fort and keep an eye on the saws.","","","","",""
"mission_apartment_detach2_hl","Keep the saws going (Floor 2 and 3.)","","","","",""
"mission_apartment_detach_hl","Detach the panic room (Floor 2 and 3.)","","","","",""
"mission_apartment_door","The panic room should be in a flat on the third floor.","","","","",""
"mission_apartment_door_hl","Locate the Panic Room (Floor 3.)","","","","",""
"mission_apartment_escape","Get downstairs to the basement and escape through the sewers.","","","","",""
"mission_apartment_escape_hl","Escape (Basement.)","","","","",""
"mission_apartment_intro","Let Chavez buzz you in, and then enter the building through the back door.","","","","",""
"mission_apartment_intro_hl","Entrance (Back alley.)","","","","",""
"mission_apartment_key","Locate Chavez - he is on one of the upper floors in the building, wearing a red beanie hat. Take the key from him.","","","","",""
"mission_apartment_key_hl","Find Chavez and get his key.","","","","",""
"mission_apartment_panic","Use the key to open the red door.","","","","",""
"mission_apartment_panic_hl","Get into the Panic Room (Floor 3.)","","","","",""
"mission_apartment_roof","Rid the roof of all the law enforcers.","","","","",""
"mission_apartment_roof2","Alex needs to wait for the smoke to clear, you need to keep the police off the roof until then.","","","","",""
"mission_apartment_roof2_hl","Defend Helicopter (Roof.)","","","","",""
"mission_apartment_roof_hl","Secure the roof (Roof.)","","","","",""
"mission_apartment_snipes","Take out all snipers on the rooftops around the building so that the helicopter can drop off the C4.","","","","",""
"mission_apartment_snipes_hl","Take out the snipers (Roof.)","","","","",""
"mission_apartment_start","Go through with the drug deal. This is the front that allows us to enter the building.","","","","",""
"mission_apartment_start_hl","Drug deal (Lobby.)","","","","",""
"mission_apartment_wait","Wait for the helicopter to drop the C4 on the roof.","","","","",""
"mission_apartment_wait2","Hold the fort until the helicopter returns to lift the panic room.","","","","",""
"mission_apartment_wait2_hl","Wait for the helicopter to return to the roof (Roof.)","","","","",""
"mission_apartment_wait_hl","Wait for the explosives (Roof.)","","","","",""
"mission_apartment_winch","Attach the magnet hanging from the helicopter to the top of the panic room.","","","","",""
"mission_apartment_winch_hl","Attach the magnet (Floor 4.)","","","","",""
"mission_apply_drill","Start the drill (Drill Area.)","","","","",""
"mission_apply_drill_text","Mount the drill on the gate outside the vault area.","","","","",""
"mission_blow_wall","Blow a hole in the wall (Management.)","","","","",""
"mission_blow_wall_text","Apply C4 to the wall next to the server room and blow a hole into the neighboring building.","","","","",""
"mission_boat_aquire_drill","Get the key from a staff-member and aquire the drill hidden in the bottom-deck cargo room.","","","","",""
"mission_boat_aquire_drill_hl","Get the Drill","","","","",""
"mission_boat_destroy_security_equipment","Destroy all security equipment in the securityroom.","","","","",""
"mission_boat_destroy_security_equipment_hl","Destroy equipment.","","","","",""
"mission_boat_drill_bridge","Gain access to the bridge by blowing the bridge door open.","","","","",""
"mission_boat_drill_bridge_hl","Blow the bridge door open","","","","",""
"mission_boat_escape","Escape!.","","","","",""
"mission_boat_escape_hl","Escape.","","","","",""
"mission_boat_get_key","Get the key from a securityguard and gain access to the securityroom.","","","","",""
"mission_boat_get_key_hl","Get the key.","","","","",""
"mission_boat_money","Collect the money into bags.","","","","",""
"mission_boat_money_hl","Collect the money.","","","","",""
"mission_boat_restart_engine","Get down to the enginge room and get the enginge running again.","","","","",""
"mission_boat_restart_engine_hl","Restart the engine.","","","","",""
"mission_boat_saw","Saw down the obelisk to break the glass-cage.","","","","",""
"mission_boat_saw_hl","Saw down the obelisk.","","","","",""
"mission_boat_stir","Stir the boat away from land into international water.","","","","",""
"mission_boat_stir_hl","Stir the boat away from land.","","","","",""
"mission_bridge_escort","Escort the prisoner to the top of the right tower. When he's at the top, strap him down in the chair and send him skyward with the balloon.","","","","",""
"mission_bridge_escort_hl","Escort the prisoner (Scaffolding.)","","","","",""
"mission_bridge_gear","Get the scuba gear!","","","","",""
"mission_bridge_gear_hl","Get the gear!","","","","",""
"mission_bridge_get_hostage","Locate the prisoner! He's in one of the trucks. Saw the doors open.","","","","",""
"mission_bridge_get_hostage_hl","Find the Chinese prisoner (Convoy.)","","","","",""
"mission_bridge_heli_clear","Hold the tower, wait for the airplane and make sure George snatches up the chair!","","","","",""
"mission_bridge_heli_clear_hl","Defend (Scaffolding.)","","","","",""
"mission_bridge_identify","Send up the Balloon so George can fly in and pick up the Ejection Seat.","","","","",""
"mission_bridge_identify_hl","Send up the Balloon (Scaffolding.)","","","","",""
"mission_bridge_jump","Make it to the Bridge Pillar and take the stairs to the waiting scuba gear.","","","","",""
"mission_bridge_jump_hl","Make the escape (Bridge pillar.)","","","","",""
"mission_bridge_locate_convoy","Make your way further along the bridge and locate the prison convoy.","","","","",""
"mission_bridge_locate_convoy_hl","Locate the prison convoy (Convoy.)","","","","",""
"mission_callelevator_pickup","Call the elevator and wait for it to arrive, then use it to make the escape from the roof.","","","","",""
"mission_diamond_codes","Get to the vault doors and enter the codes to gain access to the vault.","","","","",""
"mission_diamond_codes_hl","Enter the codes.","","","","",""
"mission_diamond_escape","Make your way to the helicopter. It can't stay in the same place for too long!","","","","",""
"mission_diamond_escape_hl","Escape!","","","","",""
"mission_diamond_escort1","We need to pressure Mr. Garnet into giving us the access codes to the vault. Bain is trying to locate the CFO using security footage, but try to find him sooner than that.","","","","",""
"mission_diamond_escort1_hl","Change of plan, get the CFO.","","","","",""
"mission_diamond_escort2","Find Mr. Garnet's son Ralph and take him to our chopper on the roof.","","","","",""
"mission_diamond_escort2_hl","Get Mr. Garnet's son Ralph.","","","","",""
"mission_diamond_loot","Enter the vault and steal the diamonds.","","","","",""
"mission_diamond_loot_hl","Steal the diamonds.","","","","",""
"mission_diamond_sneak","Sneak around and gain access to the consoles controlling the vault doors. If the alarm goes off, Bain will have to hack the remaining consoles.","","","","",""
"mission_diamond_sneak_hl","Sneak and access the alarm boxes.","","","","",""
"mission_diamond_timelock","Wait for the time lock to expire.","","","","",""
"mission_diamond_timelock_hl","Wait for the time lock.","","","","",""
"mission_diamond_wait","Wait while Bain is negotiating for the codes.","","","","",""
"mission_diamond_wait_hl","Wait for Bain.","","","","",""
"mission_empty_vault","Empty the Vault (Vault)","","","","",""
"mission_empty_vault_text","Empty the Vault! Get the Cash!","","","","",""
"mission_enterelevator_pickup","Take the elevator to get to the exit on the roof.","","","","",""
"mission_escape","Escape (Basement.)","","","","",""
"mission_escape_text","Get down to the underground garage and make your escape.","","","","",""
"mission_get_drill","Get the drill & thermite (Server Room.)","","","","",""
"mission_get_drill_text","Get the drill and the thermite.","","","","",""
"mission_get_into_bank_hl","Enter the bank (Lobby.)","","","","",""
"mission_get_into_bank_text","Get inside and don't draw attention to yourselves!","","","","",""
"mission_get_into_vault","Drill the gates (Drill Area.)","","","","",""
"mission_get_into_vault_text","Keep an eye on the drill - it jams.","","","","",""
"mission_get_key","Find the bank manager.","","","","",""
"mission_get_key_text","Find the bank manager - Look for a yellow outline once he's identified.","","","","",""
"mission_hospital_ICU","Use the hidden saw that looks like a teddybear, and start sawing your way through the ICU doors.","","","","",""
"mission_hospital_ICU_hl","SAW OPEN THE DOORS INTO THE ICU.","","","","",""
"mission_hospital_atrapp","Set up the fake sentry guns so that the civilians will stay down.","","","","",""
"mission_hospital_atrapp_hl","SET UP FAKE SENTRY GUNS.","","","","",""
"mission_hospital_callelevator_hl","CALL THE ELEVATOR.","","","","",""
"mission_hospital_cameras","Take out all the cameras in and around the reception area.","","","","",""
"mission_hospital_cameras_hl","TAKE OUT THE CAMERAS.","","","","",""
"mission_hospital_cooler","Put two validated samples into the cooler.","","","","",""
"mission_hospital_cooler_amount_text","BLOOD SAMPLES IN COOLER.","","","","",""
"mission_hospital_cooler_hl","PUT TWO VALIDATED SAMPLES INTO THE COOLER.","","","","",""
"mission_hospital_cooler_sub1","First blood sample.","","","","",""
"mission_hospital_cooler_sub2","Second blood sample.","","","","",""
"mission_hospital_disguise","Put on the doctors' outfits.","","","","",""
"mission_hospital_disguise_hl","PLAY DOCTOR.","","","","",""
"mission_hospital_drawblood","Draw blood from the patient, and use the validation machines around the hospital to validate the blood sample. Don´t spill it!","","","","",""
"mission_hospital_drawblood_hl","DRAW BLOOD FROM PATIENT.","","","","",""
"mission_hospital_enterelevator_hl","TAKE THE ELEVATOR TO THE ROOF.","","","","",""
"mission_hospital_escape","Make the escape.","","","","",""
"mission_hospital_escape_hl","ESCAPE!","","","","",""
"mission_hospital_getToPatient","Using the saw, open up the security door that holds the contaminated patient.","","","","",""
"mission_hospital_getToPatient_hl","PICK THE RIGHT DOOR TO OPEN.","","","","",""
"mission_hospital_hatch","Open the hatch to get out of the elevator.","","","","",""
"mission_hospital_hatch_hl","OPEN THE HATCH.","","","","",""
"mission_hospital_hostage","Keep the civilians from activating the alarm until Bain is finished scanning the database.","","","","",""
"mission_hospital_hostage_hl","KEEP THE HOSTAGES DOWN.","","","","",""
"mission_hospital_rapport","Look through the files and find the correct patient file.","","","","",""
"mission_hospital_rapport_hl","FIND THE CORRECT PATIENT FILE.","","","","",""
"mission_hospital_rounds","Figure out a way to get to the contaminated patient. Prove your Harvard degree paid off.","","","","",""
"mission_hospital_rounds_hl","FIND OUT WHERE THE CONTAMINATED PATIENT IS.","","","","",""
"mission_hospital_waitElevator","Wait for the elevator to arrive while making sure to keep the power running.","","","","",""
"mission_hospital_waitElevator_hl","WAIT FOR THE ELEVATOR.","","","","",""
"mission_sec_doors","Some consoles are still online. Plant the tablets on and let Bain hack the alarm system.","","","","",""
"mission_sec_doors_hl","Plant tablets on the remaining alarm boxes.","","","","",""
"mission_security_footage","Erase the Security Footage (Management.)","","","","",""
"mission_security_footage_text","Locate the hacked computer and use it to erase the Security Footage!","","","","",""
"mission_slaughterhouse_attack_convoy","Attack and halt the convoy!","","","","",""
"mission_slaughterhouse_attack_convoy_hl","Hit the convoy!","","","","",""
"mission_slaughterhouse_drill","Drill open the safe.","","","","",""
"mission_slaughterhouse_drill_hl","Drill the safe","","","","",""
"mission_slaughterhouse_escape","Make the escape through the container tunnel and spring the trap.","","","","",""
"mission_slaughterhouse_escape_hl","Make the escape!","","","","",""
"mission_slaughterhouse_gasoline","Find the cans of gasoline.","","","","",""
"mission_slaughterhouse_gasoline_hl","Get the Gasoline!","","","","",""
"mission_slaughterhouse_hide","Hide the gold in the marked container.","","","","",""
"mission_slaughterhouse_hide_hl","Hide the Gold.","","","","",""
"mission_slaughterhouse_load_gas","Use the crane to lift the container with the trap in place.","","","","",""
"mission_slaughterhouse_load_gas_hl","Set the trap in place!","","","","",""
"mission_slaughterhouse_load_gold","Use the crane to lift the container containing the gold onto the truck.","","","","",""
"mission_slaughterhouse_load_gold_hl","Lift the gold out of here!","","","","",""
"mission_slaughterhouse_locate_van","Get to the armored truck and blow it open.","","","","",""
"mission_slaughterhouse_locate_van_hl","Get to the armored truck!","","","","",""
"mission_slaughterhouse_prepare_ambush","Get in position!","","","","",""
"mission_slaughterhouse_prepare_ambush_hl","Prepare for the ambush.","","","","",""
"mission_slaughterhouse_prepare_gas","Prepare one container with a can of gasoline.","","","","",""
"mission_slaughterhouse_prepare_gas_hl","Prepare a trap!","","","","",""
"mission_slaughterhouse_smoke","Block the helicopters view with smoke from a burning tire pile!","","","","",""
"mission_slaughterhouse_smoke_hl","Start the smokescreen!","","","","",""
"mission_slaughterhouse_take","Take the gold from the safe and load it into bags.","","","","",""
"mission_slaughterhouse_take_hl","Take the gold!","","","","",""
"mission_suburbia_escape","Open the grate and enter the storm drains. Escape the storm drains and say hi to the pacific!","","","","",""
"mission_suburbia_escape_hl","ESCAPE!","","","","",""
"mission_suburbia_mission1","Talk to Mitchell. See if you can get down to the basement without any necessary hustle.","","","","",""
"mission_suburbia_mission10","See to it that the drill finishes it's job. The cops might try to turn the power off.","","","","",""
"mission_suburbia_mission10_hl","LET THE DRILL FINISH.","","","","",""
"mission_suburbia_mission11","Connect the rest of the hose to the hole in the safe.","","","","",""
"mission_suburbia_mission11_hl","CONNECT THE HOSE TO THE SAFE.","","","","",""
"mission_suburbia_mission12","Let Bain tell you how to enter this safe.","","","","",""
"mission_suburbia_mission12_hl","INVESTIGATE THE SAFE.","","","","",""
"mission_suburbia_mission13","DEFUSE OR DIE!","","","","",""
"mission_suburbia_mission13_hl","IT'S A TRAP!","","","","",""
"mission_suburbia_mission1_hl","TALK TO THE OWNER.","","","","",""
"mission_suburbia_mission2","Get access to the secret criminal enterprise under Mitchell's pool.","","","","",""
"mission_suburbia_mission2_hack1","Override Mitchell's code lock.","","","","",""
"mission_suburbia_mission2_hack2","Override Wilson's code lock.","","","","",""
"mission_suburbia_mission2_hl","HACK THE CODE LOCKS.","","","","",""
"mission_suburbia_mission3","Defuse or DIE!","","","","",""
"mission_suburbia_mission3_amount_text","OF THE C4 CHARGES DEFUSED.","","","","",""
"mission_suburbia_mission3_hl","IT'S A TRAP!","","","","",""
"mission_suburbia_mission3_sub_1","Charge defused.","","","","",""
"mission_suburbia_mission3_sub_2","Charge defused.","","","","",""
"mission_suburbia_mission3_sub_3","Charge defused.","","","","",""
"mission_suburbia_mission3_sub_4","Charge defused.","","","","",""
"mission_suburbia_mission3_sub_5","Charge defused.","","","","",""
"mission_suburbia_mission3_sub_6","Charge defused.","","","","",""
"mission_suburbia_mission3_sub_7","Charge defused.","","","","",""
"mission_suburbia_mission4","Apply the drill to the safe and plug the power cord into an outlet. As soon as the drill is done, drag the water hose down to the basement and connect it.","","","","",""
"mission_suburbia_mission4_drill","Apply the drill to the safe.","","","","",""
"mission_suburbia_mission4_hl","DRILL A HOLE AND CONNECT THE HOSE TO THE SAFE.","","","","",""
"mission_suburbia_mission4_hose","Drag the water hose.","","","","",""
"mission_suburbia_mission4_info","Hose stretch completed","","","","",""
"mission_suburbia_mission4_power","Hook up the drill to an outlet.","","","","",""
"mission_suburbia_mission5","Go up to the tap and make sure the water is flowing.","","","","",""
"mission_suburbia_mission5_hl","GET THE WATER RUNNING.","","","","",""
"mission_suburbia_mission6","Take the printing plates from within the safe.","","","","",""
"mission_suburbia_mission6_hl","TAKE THE PLATES AND GET OUT!","","","","",""
"mission_suburbia_mission7","Attach the C4 to the safe using the hole you just drilled. Let the water and explosion force the safe open from within!","","","","",""
"mission_suburbia_mission7_hl","ATTACH THE C4 TO THE SAFE.","","","","",""
"mission_suburbia_mission8","Cops might try to cut the water supply. Make sure the water is flowing!","","","","",""
"mission_suburbia_mission8_hl","MAKE SURE THE WATER'S FLOWING.","","","","",""
"mission_suburbia_mission9","Get down under the pool and into the printing shelter.","","","","",""
"mission_suburbia_mission9_hl","GET INSIDE THE SHELTER.","","","","",""
"mission_thermite","Pour out the thermite to melt the floor (above the vault).","","","","",""
"mission_thermite_text","Pour out the thermite in the office above the vault - it will burn a hole through the steel floor. There are two cans of thermite hidden in the copy machine, if both are carried to the vault it will speed up the melting process.","","","","",""
"mission_thermite_wait","Melt the floor (above the Vault)","","","","",""
"mission_thermite_wait_text","Hold the fort and let the thermite burn through the floor. There are two cans of thermite hidden in the copy machine, if both are carried to the vault it will speed up the melting process.","","","","",""
"mission_trough_lobby","Get through the Lobby.","","","","",""
"mission_trough_lobby_text","Get through the Lobby and make your way to the hallway outside the server room.","","","","",""
"mission_undercover_check","Check the Limo and see if you can get the Taxman out of it.","","","","",""
"mission_undercover_check_hl","CHECK THE LIMO.","","","","",""
"mission_undercover_crane","While Alex is lifting the limo to the roof, make sure to Keep the FBI at bay.","","","","",""
"mission_undercover_crane_hl","LIMO LIFT.","","","","",""
"mission_undercover_deal","Wait until the SERVER is exposed before you hit them! That server is the only way to make our transaction!","","","","",""
"mission_undercover_deal_hl","DEAL GOING DOWN.","","","","",""
"mission_undercover_escape2","Make the escape, a helicopter will pick you up on the neighbouring rooftop.","","","","",""
"mission_undercover_escape2_hl","ESCAPE!","","","","",""
"mission_undercover_escort","We need to get the Taxman to the transfer room we started out in. Use all necessary force to make him cooperate.","","","","",""
"mission_undercover_escort_hl","TAKE TAXMAN TO TRANSFER ROOM.","","","","",""
"mission_undercover_fasten","Get the server from the Limo and make your way to the transfer room to plug it in.","","","","",""
"mission_undercover_fasten_hl","GET THE SERVER, PLUG IT IN.","","","","",""
"mission_undercover_interogation","Get the codes from Taxman! Screams, threats and a good old beating - anything goes - we are in a hurry!","","","","",""
"mission_undercover_interogation_hl","CODES NOW!","","","","",""
"mission_undercover_power","See to it that the cops do not cut the power, if they do you have to turn it back on fast to keep the computers running.","","","","",""
"mission_undercover_power_hl","KEEP THE POWER.","","","","",""
"mission_undercover_roof","Wait for Taxman to show the server we are after. Scare him into his limo when you see it - we need both the server and the Taxman. Alex will lift him up to us from the open street. Also, keep an eye out for what you can use to better your chances.","","","","",""
"mission_undercover_roof_hl","PREPARATIONS.","","","","",""
"mission_undercover_saw_limo","Get Taxman out of the Limo! Saw open the roof and get him out!","","","","",""
"mission_undercover_saw_limo_hl","SAW OPEN THE LIMO.","","","","",""
"mission_undercover_shoot_limo","Shoot at the cables snagging the limo to make it fall!","","","","",""
"mission_undercover_shoot_limo_hl","FREE THE LIMO.","","","","",""
"mission_undercover_transaction","Using BAIN's brain, Taxman's insider knowledge and the team's charms - get the IRS data base hacked for a huge tax cut.","","","","",""
"mission_undercover_transaction_hl","IRS HACK.","","","","",""
"recoil_multiplier","This upgrade will lower the amount of firing recoil.$NL;This makes it easier to land a series of aimed shots.","","","","",""
"reload_speed_multiplier","This upgrade decreases the reload times of the weapon.$NL;Good for those intense moments.","","","","",""
"sentry_gun","Based on internet blueprints, the Sentry Gun is a criminal's best friend. Two guns connected to a computer automatically aim and fire at any target detected by its sensors. Being the bad guy has never felt more alien.","","","","",""
"sentry_gun_ammo_increase","This upgrades the amount of ammo your sentry gun has, making it last longer.$NL;Outstanding. Now all we need is a deck of cards.","","","","",""
"sentry_gun_armor_increase","This upgrades the amount of heat your sentry gun can take before going out.$NL;When you are in a tight spot, this might save your life.","","","","",""
"spread_multiplier","This upgrade increases the precision of the weapon.$NL;Good for long range shots.","","","","",""
"thick_skin","This upgrade gives extra health.$NL;Being a criminal toughens your skin.","","","","",""
"tip_ammo_bag","If you often run out of ammo, it might be a good idea to bring a bag of extra ammo. $NL; $NL; When ammo is running low, place the ammo bag on the ground and use it to refill your stash.","","","","",""
"tip_doctor_bag","The doctor's bag is a real life saver. $NL; $NL; If your team runs low on health, place your doctor's bag on the ground and let everyone patch themselves up!","","","","",""
"tip_dont_shoot_civilians","Don't shoot civilians. For each civilian you kill, penalty time is added to your regular custody time. $NL; $NL; This means that if you are put in custody, you will have to wait longer before the police make an offer to trade you for a hostage.","","","","",""
"tip_head_shot","Shots to the head are more effective than shots to any other body part.","","","","",""
"tip_help_arrested","Try to complete challenges - these award cash and are a good way to progress fast. $NL; $NL; All the challenges and their objectives are listed in the main menu.","","","","",""
"tip_help_bleed_out","If a robber is shot down he goes into bleed-out"""," where he can't move and can only shoot with his sidearm. $NL; $NL; A robber in bleed-out can be helped back up at no cost.""","","","",""
"tip_law_enforcers_as_hostages","If there are no civilians to take as hostages, you can always take law enforcers as hostages.","","","","",""
"tip_mask_off","Law enforcers won't take notice of you if your mask is off - use that to your advantage. $NL; $NL; Scout the place and take positions before you put your masks on. Once you have put your mask on, it can't be taken off for the remainder of the heist.","","","","",""
"tip_melee_attack","A hit with the butt of your weapon can be a good way to finish off an opponent. $NL; $NL; This is especially useful if you are low on ammo.","","","","",""
"tip_objectives","Your current objective is shown in the upper left corner of the screen. $NL; $NL; A more detailed description of the objective, as well as a list of completed objectives, can be seen in the info screen.","","","","",""
"tip_police_free_hostage","The police will always take the opportunity to free hostages when no robber is nearby. $NL; $NL; Spread your crew out and keep an eye on all the hostages - they are your life lines!","","","","",""
"tip_secret_assignmnet","The four types of special units are very dangerous, especially if you face them alone. $NL; $NL; Team up to take them down!","","","","",""
"tip_select_reward","On the info screen you can choose amongst several skill-trees which lets you specialize in different areas. $NL; $NL; The trees give different perks and weapons, and you can have them all if your reputation is high enough.","","","","",""
"tip_shoot_at_civilians","Shout at civilians to keep them in check. $NL; $NL; A living civilian is always an asset, and lying down he/she is more likely to stay alive.","","","","",""
"tip_shoot_in_bleed_out","While in bleed-out, you can still fire your sidearm. $NL; $NL; When a partner is helping you up you can protect the both of you, but provoking law enforcers while on your own makes you an easy and helpless target.","","","","",""
"tip_steelsight","Aiming down your sights allows you to shoot more accurately than you do when you shoot from your hip.","","","","",""
"tip_switch_to_sidearm","It is always quicker to switch to your sidearm than reloading your primary weapon. $NL; $NL; So if you run out of ammo for your SMG and you're in a tight spot, switching to your sidearm instead of reloading could save your life.","","","","",""
"tip_tactical_reload","You can reload your weapon even if you haven't completely emptied your current ammo clip. $NL; $NL;This way you make sure that you have a full clip the next time you run into trouble. This is called a tactical reload"".""","","","","",""
"tip_tips","TIPS:","","","","",""
"tip_trading_hostage","A robber who loses all his health is put in custody. When in custody, you can only be brought back through a hostage trade. $NL; $NL; The police will contact Bain to set up the trade.","","","","",""
"tip_weapon_effecienty","Different weapons are more effective at different ranges, and are therefore suited for different situations.","","","","",""
"tip_xp","You get cash by completing objectives, challenges and stealing loot. $NL; $NL; Collecting cash rewards increases your reputation, which in turn gives you access new weapons, equipment and abilities.","","","","",""
"tip_xp_bar","The cash gauge is in the lower left corner of the screen. $NL; $NL; It shows how much more cash you need to collect to reach your next level of reputation, and what weapon, equipment or ability you will be rewarded with.","","","","",""
"toolset","This upgrade makes you interact faster.$NL; When you need to get in and out fast as hell, the Toolkit might be something for you.","","","","",""
"trip_mine","Trip mines can be placed anywhere and are triggered by a laser trip line"".$NL;Having issues watching your back or taking out special units? This could be it.""","","","","",""
"trip_mine_damage","This upgrade increases the explosive power and blast radius of your trip mines.","","","","",""
"trip_mine_quantity","This upgrade adds extra trip mines to the inventory.$NL;A couple of extra mines will increase your chances.","","","","",""
